person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,OTHER,OWN,RENT,EDUCATION,HOMEIMPROVEMENT,MEDICAL,PERSONAL,VENTURE,B,C,D,E,F,G,Y
34000,MORTGAGE,2.0,HOMEIMPROVEMENT,D,14.11,0,0.18,N,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
44000,RENT,0.0,HOMEIMPROVEMENT,C,12.99,1,0.11,Y,5,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
30000,RENT,0.0,PERSONAL,B,11.71,1,0.12,N,10,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
42000,RENT,0.0,EDUCATION,B,11.49,0,0.06,N,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
38000,RENT,0.0,EDUCATION,C,10.28,0,0.08,N,3,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
260000,OWN,10.0,HOMEIMPROVEMENT,B,10.99,0,0.11,N,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
96000,MORTGAGE,7.0,VENTURE,C,,1,0.26,N,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
56755,RENT,5.0,EDUCATION,B,10.99,0,0.21,N,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
60000,MORTGAGE,6.0,EDUCATION,A,6.54,0,0.12,N,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
54000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,12.61,1,0.09,N,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
85000,MORTGAGE,4.0,PERSONAL,B,9.99,0,0.41,N,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
62851,MORTGAGE,8.0,DEBTCONSOLIDATION,B,,0,0.19,N,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
160000,MORTGAGE,9.0,VENTURE,E,16.77,0,0.07,N,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
53000,RENT,4.0,EDUCATION,B,9.91,0,0.13,N,4,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
117000,MORTGAGE,14.0,VENTURE,A,8.9,0,0.07,N,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
60000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,7.49,0,0.03,N,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,11.36,0,0.2,N,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
75744,MORTGAGE,6.0,VENTURE,B,11.83,0,0.09,N,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
39000,RENT,0.0,MEDICAL,D,14.61,1,0.08,Y,4,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
199000,MORTGAGE,4.0,PERSONAL,B,9.99,0,0.08,N,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
28800,RENT,4.0,DEBTCONSOLIDATION,A,7.51,1,0.37,N,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
51600,RENT,4.0,VENTURE,A,6.99,0,0.23,N,9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
60000,RENT,5.0,MEDICAL,B,12.12,0,0.08,N,16,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
27000,RENT,1.0,DEBTCONSOLIDATION,D,13.24,1,0.44,Y,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
24000,RENT,0.0,VENTURE,D,15.62,1,0.29,N,4,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
36000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,6.03,1,0.35,N,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
550000,MORTGAGE,5.0,MEDICAL,B,10.75,0,0.01,N,14,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
136625,MORTGAGE,3.0,VENTURE,A,7.88,0,0.11,N,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
65000,RENT,1.0,VENTURE,A,5.79,0,0.05,N,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
30000,RENT,0.0,EDUCATION,C,,0,0.05,N,6,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
42320,MORTGAGE,6.0,HOMEIMPROVEMENT,C,13.49,0,0.18,N,13,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
18000,RENT,0.0,HOMEIMPROVEMENT,A,6.91,1,0.2,N,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
91234,MORTGAGE,6.0,MEDICAL,B,11.83,0,0.13,N,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
38667,MORTGAGE,2.0,MEDICAL,C,11.91,0,0.12,N,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
80000,RENT,17.0,PERSONAL,B,11.83,0,0.07,N,12,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
71884,OWN,11.0,PERSONAL,B,9.99,0,0.1,N,24,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
108000,MORTGAGE,1.0,EDUCATION,B,11.89,0,0.13,N,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
130000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,5.79,0,0.05,N,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,5.42,0,0.03,N,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51669,MORTGAGE,2.0,HOMEIMPROVEMENT,B,10.37,0,0.23,N,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
66920,RENT,12.0,DEBTCONSOLIDATION,C,14.26,0,0.07,Y,8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
96000,RENT,7.0,EDUCATION,A,8.49,0,0.08,N,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
44000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,7.29,0,0.16,N,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40000,RENT,5.0,VENTURE,A,7.51,0,0.25,N,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
72000,MORTGAGE,7.0,EDUCATION,A,,0,0.14,N,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
45600,RENT,1.0,PERSONAL,B,10.0,1,0.44,N,20,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
43000,RENT,12.0,MEDICAL,B,11.71,0,0.12,N,9,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
60000,RENT,19.0,VENTURE,D,15.62,1,0.36,Y,10,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
207182,MORTGAGE,11.0,VENTURE,B,10.62,0,0.11,N,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
53000,MORTGAGE,2.0,MEDICAL,B,10.62,0,0.06,N,17,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
60000,MORTGAGE,5.0,VENTURE,A,6.99,0,0.07,N,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
100000,RENT,6.0,DEBTCONSOLIDATION,A,5.42,0,0.11,N,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
60000,RENT,3.0,EDUCATION,B,12.21,1,0.33,N,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
35000,RENT,3.0,PERSONAL,B,11.11,0,0.17,N,6,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
108000,RENT,7.0,EDUCATION,A,7.66,0,0.05,N,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
34000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,,0,0.29,N,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
34000,RENT,3.0,VENTURE,C,14.17,1,0.26,Y,10,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
69000,RENT,0.0,HOMEIMPROVEMENT,A,8.59,1,0.01,N,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
71040,MORTGAGE,1.0,DEBTCONSOLIDATION,A,5.79,0,0.04,N,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64000,MORTGAGE,3.0,MEDICAL,A,7.29,0,0.09,N,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
45000,MORTGAGE,2.0,PERSONAL,A,7.29,0,0.16,N,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
60000,RENT,7.0,DEBTCONSOLIDATION,B,,0,0.02,N,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
28944,OWN,10.0,EDUCATION,B,,0,0.31,N,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
70000,RENT,9.0,HOMEIMPROVEMENT,D,16.02,0,0.21,N,4,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
52000,RENT,3.0,HOMEIMPROVEMENT,A,,0,0.13,N,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
91000,OWN,6.0,VENTURE,B,10.99,0,0.06,N,8,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
50496,MORTGAGE,3.0,PERSONAL,B,11.99,0,0.06,N,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
50004,RENT,2.0,DEBTCONSOLIDATION,A,6.92,0,0.08,N,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
59000,RENT,11.0,DEBTCONSOLIDATION,C,13.48,0,0.03,Y,7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
30000,OWN,0.0,PERSONAL,A,6.17,0,0.11,N,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
54000,RENT,6.0,VENTURE,A,6.62,0,0.19,N,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
19000,RENT,2.0,HOMEIMPROVEMENT,C,13.85,1,0.17,N,6,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
32004,RENT,1.0,DEBTCONSOLIDATION,D,,1,0.11,N,7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
60000,RENT,2.0,PERSONAL,C,13.98,0,0.2,N,5,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
55500,MORTGAGE,15.0,EDUCATION,B,11.99,0,0.14,N,12,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
69000,RENT,0.0,DEBTCONSOLIDATION,A,8.9,0,0.03,N,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
123000,RENT,4.0,DEBTCONSOLIDATION,C,13.49,0,0.02,Y,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
31200,RENT,6.0,VENTURE,B,11.49,0,0.26,N,4,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
114000,RENT,10.0,VENTURE,F,,0,0.22,N,13,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
36021,RENT,0.0,VENTURE,B,,1,0.42,N,3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
45000,MORTGAGE,1.0,DEBTCONSOLIDATION,B,11.86,0,0.27,N,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
50000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,10.0,0,0.16,N,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
95000,MORTGAGE,5.0,EDUCATION,A,9.63,0,0.04,N,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
58650,RENT,13.0,MEDICAL,B,10.59,1,0.29,N,8,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
50000,RENT,4.0,MEDICAL,B,11.86,0,0.06,N,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
31000,MORTGAGE,5.0,EDUCATION,A,5.42,0,0.24,N,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
35000,MORTGAGE,3.0,MEDICAL,C,,0,0.1,Y,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
34900,MORTGAGE,0.0,PERSONAL,B,10.25,0,0.34,N,9,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
32000,RENT,0.0,MEDICAL,C,13.16,0,0.27,Y,4,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
44196,RENT,2.0,DEBTCONSOLIDATION,C,13.8,0,0.12,N,10,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
61800,OWN,1.0,VENTURE,A,7.75,0,0.06,N,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
34000,RENT,1.0,EDUCATION,A,,1,0.15,N,11,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
86250,RENT,1.0,HOMEIMPROVEMENT,B,12.69,0,0.1,N,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
29500,OWN,4.0,VENTURE,B,11.83,0,0.04,N,15,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
75000,RENT,2.0,HOMEIMPROVEMENT,A,7.29,0,0.13,N,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
19200,RENT,3.0,VENTURE,C,12.99,1,0.16,Y,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
20500,MORTGAGE,4.0,HOMEIMPROVEMENT,A,6.76,0,0.05,N,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
48000,RENT,0.0,MEDICAL,C,11.66,0,0.25,N,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
139200,MORTGAGE,5.0,EDUCATION,A,7.9,0,0.04,N,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
85000,RENT,5.0,HOMEIMPROVEMENT,B,11.48,0,0.21,N,13,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
93000,MORTGAGE,8.0,MEDICAL,A,7.51,0,0.19,N,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
37200,RENT,6.0,DEBTCONSOLIDATION,A,7.9,1,0.19,N,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
84000,RENT,6.0,EDUCATION,C,12.87,0,0.3,Y,11,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
116000,MORTGAGE,10.0,MEDICAL,B,12.18,0,0.22,N,10,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
49304,MORTGAGE,2.0,MEDICAL,C,11.78,0,0.2,N,9,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
38052,RENT,16.0,VENTURE,B,11.49,0,0.08,N,6,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
22800,RENT,5.0,PERSONAL,B,11.49,0,0.04,N,5,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
65000,RENT,2.0,VENTURE,A,7.88,0,0.11,N,11,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
38000,MORTGAGE,5.0,VENTURE,A,7.51,0,0.22,N,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
103000,RENT,9.0,HOMEIMPROVEMENT,D,15.7,0,0.12,Y,4,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
60000,OWN,3.0,DEBTCONSOLIDATION,D,16.49,0,0.08,N,9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
267000,MORTGAGE,7.0,HOMEIMPROVEMENT,B,10.36,0,0.09,N,9,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
85800,OWN,11.0,VENTURE,A,7.4,0,0.06,N,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
48996,MORTGAGE,8.0,MEDICAL,B,9.88,1,0.1,N,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
54000,RENT,1.0,VENTURE,A,9.32,0,0.06,N,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
102000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,7.91,0,0.11,N,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39600,MORTGAGE,9.0,PERSONAL,B,8.88,0,0.13,N,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
72000,MORTGAGE,9.0,EDUCATION,A,6.39,0,0.04,N,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
42000,OWN,13.0,MEDICAL,A,6.76,0,0.06,N,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
35000,RENT,3.0,EDUCATION,A,5.79,0,0.04,N,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
148000,MORTGAGE,30.0,DEBTCONSOLIDATION,B,10.38,1,0.16,N,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
69996,MORTGAGE,8.0,EDUCATION,A,6.39,0,0.04,N,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
84000,OWN,4.0,HOMEIMPROVEMENT,A,6.76,0,0.11,N,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
24000,RENT,0.0,VENTURE,D,15.62,1,0.18,Y,8,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
45000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,8.59,0,0.09,N,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65000,OWN,8.0,EDUCATION,A,7.29,0,0.14,N,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
36000,RENT,10.0,MEDICAL,B,11.83,0,0.25,N,11,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
30000,RENT,1.0,VENTURE,D,14.59,1,0.48,Y,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
35000,MORTGAGE,15.0,MEDICAL,C,13.11,0,0.34,Y,7,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
80004,MORTGAGE,8.0,VENTURE,A,8.63,0,0.07,N,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
16094,MORTGAGE,2.0,VENTURE,A,7.14,1,0.34,N,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
32400,RENT,10.0,EDUCATION,A,7.51,1,0.43,N,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
96000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,11.11,0,0.19,N,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
50000,RENT,4.0,DEBTCONSOLIDATION,B,11.36,0,0.07,N,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
100000,RENT,9.0,PERSONAL,D,14.42,0,0.06,Y,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
19200,RENT,0.0,VENTURE,A,9.32,1,0.18,N,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
64000,MORTGAGE,9.0,DEBTCONSOLIDATION,D,12.17,1,0.13,N,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
147000,MORTGAGE,2.0,MEDICAL,B,10.99,0,0.16,N,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
41520,OWN,9.0,MEDICAL,A,7.29,0,0.11,N,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
81000,MORTGAGE,3.0,PERSONAL,C,14.27,0,0.12,Y,16,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
60000,RENT,2.0,VENTURE,A,6.17,0,0.15,N,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
34500,RENT,1.0,VENTURE,E,17.04,1,0.53,N,3,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
22000,RENT,4.0,EDUCATION,B,12.42,0,0.23,N,6,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
96000,MORTGAGE,15.0,DEBTCONSOLIDATION,A,6.03,0,0.06,N,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116000,RENT,1.0,VENTURE,C,15.27,1,0.07,N,11,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
120000,RENT,10.0,VENTURE,E,,0,0.12,Y,4,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
34800,RENT,6.0,EDUCATION,A,7.49,0,0.19,N,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
50004,RENT,3.0,PERSONAL,D,15.31,0,0.24,Y,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
30000,RENT,4.0,EDUCATION,B,10.62,1,0.4,N,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
55000,RENT,5.0,VENTURE,B,10.62,0,0.22,N,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
61200,RENT,18.0,MEDICAL,B,11.71,1,0.49,N,8,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
61900,RENT,4.0,HOMEIMPROVEMENT,C,13.23,0,0.02,Y,7,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
102000,MORTGAGE,4.0,EDUCATION,B,,0,0.2,N,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
60000,MORTGAGE,1.0,EDUCATION,C,11.72,0,0.08,N,16,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
45000,MORTGAGE,2.0,PERSONAL,A,7.05,0,0.07,N,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
75000,MORTGAGE,4.0,PERSONAL,C,13.49,0,0.15,N,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
51000,RENT,5.0,DEBTCONSOLIDATION,A,7.51,0,0.04,N,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
100000,MORTGAGE,0.0,MEDICAL,C,13.47,0,0.24,N,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
29000,RENT,1.0,MEDICAL,F,,1,0.17,Y,3,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
36000,MORTGAGE,7.0,EDUCATION,B,12.69,0,0.31,N,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
57000,RENT,0.0,EDUCATION,D,14.74,1,0.19,N,4,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
90100,RENT,6.0,MEDICAL,B,12.69,1,0.12,N,4,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
60000,MORTGAGE,3.0,PERSONAL,A,7.88,0,0.19,N,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
51600,RENT,12.0,EDUCATION,A,8.49,0,0.12,N,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
276000,RENT,1.0,PERSONAL,A,6.62,0,0.02,N,10,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
58800,MORTGAGE,12.0,MEDICAL,E,17.74,1,0.37,Y,13,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
108996,MORTGAGE,12.0,VENTURE,E,,0,0.2,Y,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
40000,RENT,9.0,DEBTCONSOLIDATION,B,12.42,0,0.2,N,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
55000,MORTGAGE,6.0,EDUCATION,C,13.49,0,0.03,N,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
32400,RENT,6.0,EDUCATION,A,7.9,0,0.25,N,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
105000,MORTGAGE,2.0,VENTURE,E,15.95,0,0.14,N,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
60000,RENT,5.0,MEDICAL,A,7.88,0,0.17,N,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
39000,RENT,2.0,PERSONAL,C,,0,0.18,N,9,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
72000,MORTGAGE,5.0,HOMEIMPROVEMENT,A,,0,0.09,N,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
40000,MORTGAGE,9.0,VENTURE,A,6.99,0,0.13,N,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
36000,MORTGAGE,21.0,VENTURE,A,7.88,0,0.22,N,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
39000,MORTGAGE,8.0,HOMEIMPROVEMENT,C,,1,0.13,N,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
24000,MORTGAGE,12.0,DEBTCONSOLIDATION,A,9.32,0,0.21,N,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53000,OWN,2.0,HOMEIMPROVEMENT,B,9.91,0,0.05,N,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
60000,MORTGAGE,8.0,EDUCATION,B,,0,0.35,N,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
38400,RENT,0.0,PERSONAL,B,9.25,0,0.08,N,10,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
27600,OWN,2.0,MEDICAL,D,,0,0.36,N,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
48000,RENT,8.0,EDUCATION,A,6.99,0,0.06,N,14,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
58000,MORTGAGE,3.0,PERSONAL,D,,0,0.26,N,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
43200,RENT,10.0,VENTURE,B,,0,0.19,N,3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
158000,OWN,1.0,MEDICAL,A,6.54,0,0.13,N,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
74000,MORTGAGE,10.0,EDUCATION,B,9.99,0,0.06,N,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
50000,RENT,7.0,VENTURE,F,19.04,0,0.28,Y,5,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
42000,RENT,2.0,EDUCATION,A,7.88,0,0.17,N,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
48000,OWN,6.0,HOMEIMPROVEMENT,C,13.61,0,0.09,N,7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
82000,MORTGAGE,5.0,PERSONAL,A,7.9,0,0.23,N,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
96000,MORTGAGE,8.0,EDUCATION,B,10.62,0,0.18,N,10,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
41000,OWN,5.0,PERSONAL,A,7.74,0,0.12,N,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
130000,RENT,11.0,EDUCATION,E,17.93,0,0.05,N,5,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
42000,RENT,0.0,MEDICAL,A,,0,0.29,N,13,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
65004,MORTGAGE,5.0,VENTURE,A,6.03,0,0.19,N,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
70000,MORTGAGE,4.0,PERSONAL,C,13.16,1,0.21,Y,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
44000,RENT,4.0,DEBTCONSOLIDATION,D,15.31,1,0.25,N,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
160000,RENT,3.0,MEDICAL,A,8.0,0,0.05,N,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
35000,MORTGAGE,5.0,PERSONAL,C,13.16,0,0.27,N,8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
115000,OWN,8.0,HOMEIMPROVEMENT,A,7.51,0,0.09,N,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
98000,RENT,11.0,HOMEIMPROVEMENT,D,16.0,1,0.2,N,8,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
45000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,7.29,0,0.17,N,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74000,MORTGAGE,6.0,MEDICAL,B,12.21,0,0.07,N,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
12000,RENT,2.0,EDUCATION,B,11.71,1,0.2,N,10,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
